time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, 
11.3, 0.606442, 0.256881, 0.696546, 0.328267, 0.696546, 0.382689, 0.696546, 0.397026, 0.706968, 0.379518, 0.696546, 0.449889, 0.696546, 0.440000, 0.680075, 0.683333, 0.738176, 0.708949, 0.256881, 0.695972, 0.256881, 0.706636, 0.256881, 
11.4, 0.605073, 0.247706, 0.696546, 0.320807, 0.696546, 0.376802, 0.696546, 0.391733, 0.706968, 0.373494, 0.696546, 0.446261, 0.696546, 0.435556, 0.680075, 0.683333, 0.738176, 0.708949, 0.247706, 0.695972, 0.247706, 0.706636, 0.247706, 
11.6, 0.603701, 0.247706, 0.694356, 0.320807, 0.694356, 0.376802, 0.694356, 0.391733, 0.704563, 0.373494, 0.694356, 0.446261, 0.694356, 0.435556, 0.676757, 0.683333, 0.738176, 0.705667, 0.247706, 0.692985, 0.247706, 0.700382, 0.247706, 
11.7, 0.603701, 0.247706, 0.694356, 0.320807, 0.694356, 0.376802, 0.694356, 0.391733, 0.704563, 0.373494, 0.694356, 0.446261, 0.694356, 0.435556, 0.676757, 0.683333, 0.738176, 0.705667, 0.247706, 0.692985, 0.247706, 0.700382, 0.247706, 
11.8, 0.602325, 0.247706, 0.694356, 0.313346, 0.694356, 0.370914, 0.694356, 0.386439, 0.704563, 0.367470, 0.694356, 0.442633, 0.694356, 0.431065, 0.676757, 0.683333, 0.738176, 0.705667, 0.247706, 0.692985, 0.247706, 0.700382, 0.247706, 
11.9, 0.602325, 0.247706, 0.694356, 0.313346, 0.694356, 0.370914, 0.694356, 0.386439, 0.704563, 0.367470, 0.694356, 0.442633, 0.694356, 0.431065, 0.676757, 0.683333, 0.738176, 0.705667, 0.247706, 0.692985, 0.247706, 0.700382, 0.247706, 
12.0, 0.600947, 0.238532, 0.694356, 0.305886, 0.694356, 0.365027, 0.694356, 0.381145, 0.704563, 0.361446, 0.694356, 0.439005, 0.694356, 0.426575, 0.676757, 0.683333, 0.738176, 0.705667, 0.238532, 0.692985, 0.238532, 0.700382, 0.238532, 
12.1, 0.600947, 0.238532, 0.694356, 0.305886, 0.694356, 0.365027, 0.694356, 0.381145, 0.704563, 0.361446, 0.694356, 0.439005, 0.694356, 0.426575, 0.676757, 0.683333, 0.738176, 0.705667, 0.238532, 0.692985, 0.238532, 0.700382, 0.238532, 
12.2, 0.600947, 0.238532, 0.694356, 0.305886, 0.694356, 0.365027, 0.694356, 0.381145, 0.704563, 0.361446, 0.694356, 0.439005, 0.694356, 0.426575, 0.676757, 0.683333, 0.738176, 0.705667, 0.238532, 0.692985, 0.238532, 0.700382, 0.238532, 
12.3, 0.600947, 0.238532, 0.694356, 0.305886, 0.694356, 0.365027, 0.694356, 0.381145, 0.704563, 0.361446, 0.694356, 0.439005, 0.694356, 0.426575, 0.676757, 0.683333, 0.738176, 0.705667, 0.238532, 0.692985, 0.238532, 0.700382, 0.238532, 
12.4, 0.598145, 0.238532, 0.689890, 0.305886, 0.689890, 0.365027, 0.689890, 0.381145, 0.699670, 0.361446, 0.689890, 0.439005, 0.689890, 0.426575, 0.670057, 0.683333, 0.738176, 0.702306, 0.238532, 0.689918, 0.238532, 0.700382, 0.238532, 
12.5, 0.596745, 0.238532, 0.687658, 0.305886, 0.687658, 0.365027, 0.687658, 0.381145, 0.699670, 0.361446, 0.687658, 0.439005, 0.687658, 0.426575, 0.670057, 0.683333, 0.738176, 0.702306, 0.238532, 0.686852, 0.238532, 0.700382, 0.238532, 
12.6, 0.591141, 0.238532, 0.685425, 0.298238, 0.685425, 0.353058, 0.685425, 0.375700, 0.697224, 0.361446, 0.685425, 0.427844, 0.685425, 0.426575, 0.670057, 0.683333, 0.738176, 0.702306, 0.238532, 0.686852, 0.238532, 0.694015, 0.238532, 
12.7, 0.591141, 0.238532, 0.685425, 0.298238, 0.685425, 0.353058, 0.685425, 0.375700, 0.697224, 0.361446, 0.685425, 0.427844, 0.685425, 0.426575, 0.670057, 0.683333, 0.738176, 0.702306, 0.238532, 0.686852, 0.238532, 0.694015, 0.238532, 
12.8, 0.589737, 0.238532, 0.683192, 0.298238, 0.683192, 0.353058, 0.683192, 0.375700, 0.694777, 0.361446, 0.683192, 0.427844, 0.683192, 0.426575, 0.670057, 0.665812, 0.738176, 0.702306, 0.238532, 0.686852, 0.238532, 0.694015, 0.238532, 
12.9, 0.588330, 0.238532, 0.680952, 0.298238, 0.680952, 0.353058, 0.680952, 0.375700, 0.692322, 0.361446, 0.680952, 0.427844, 0.680952, 0.426575, 0.666689, 0.665812, 0.730152, 0.698930, 0.238532, 0.683772, 0.238532, 0.694015, 0.238532, 
13.0, 0.586912, 0.229358, 0.680952, 0.290591, 0.680952, 0.346971, 0.680952, 0.370175, 0.692322, 0.355320, 0.680952, 0.424091, 0.680952, 0.421988, 0.666689, 0.665812, 0.730152, 0.698930, 0.229358, 0.683772, 0.229358, 0.694015, 0.229358, 
13.1, 0.584042, 0.211009, 0.680952, 0.274884, 0.680952, 0.334579, 0.680952, 0.364650, 0.692322, 0.343067, 0.680952, 0.416518, 0.680952, 0.417351, 0.666689, 0.665812, 0.730152, 0.698930, 0.211009, 0.683772, 0.211009, 0.694015, 0.211009, 
13.2, 0.581158, 0.192661, 0.680952, 0.259176, 0.680952, 0.322188, 0.680952, 0.353600, 0.692322, 0.330815, 0.680952, 0.408945, 0.680952, 0.407972, 0.666689, 0.665812, 0.730152, 0.698930, 0.192661, 0.683772, 0.192661, 0.694015, 0.192661, 
13.3, 0.579701, 0.183486, 0.680952, 0.251322, 0.680952, 0.315870, 0.680952, 0.347988, 0.692322, 0.324689, 0.680952, 0.405123, 0.680952, 0.403283, 0.666689, 0.665812, 0.730152, 0.698930, 0.183486, 0.683772, 0.183486, 0.694015, 0.183486, 
13.5, 0.576788, 0.183486, 0.676288, 0.251322, 0.676288, 0.315870, 0.676288, 0.347988, 0.687194, 0.324689, 0.676288, 0.405123, 0.676288, 0.398594, 0.659597, 0.646789, 0.730152, 0.695435, 0.183486, 0.680592, 0.183486, 0.687342, 0.183486, 
13.7, 0.576788, 0.183486, 0.676288, 0.251322, 0.676288, 0.315870, 0.676288, 0.347988, 0.687194, 0.324689, 0.676288, 0.405123, 0.676288, 0.398594, 0.659597, 0.646789, 0.730152, 0.695435, 0.183486, 0.680592, 0.183486, 0.687342, 0.183486, 
13.8, 0.575328, 0.183486, 0.676288, 0.243215, 0.676288, 0.309424, 0.676288, 0.342283, 0.687194, 0.324689, 0.676288, 0.401264, 0.676288, 0.398594, 0.659597, 0.646789, 0.730152, 0.695435, 0.183486, 0.680592, 0.183486, 0.687342, 0.183486, 
13.9, 0.573864, 0.173829, 0.676288, 0.235108, 0.676288, 0.302977, 0.676288, 0.336578, 0.687194, 0.324689, 0.676288, 0.397406, 0.676288, 0.398594, 0.659597, 0.646789, 0.730152, 0.695435, 0.173829, 0.680592, 0.173829, 0.687342, 0.173829, 
14.0, 0.570936, 0.154515, 0.676288, 0.218894, 0.676288, 0.290085, 0.676288, 0.325169, 0.687194, 0.318445, 0.676288, 0.389689, 0.676288, 0.393848, 0.659597, 0.646789, 0.730152, 0.695435, 0.154515, 0.680592, 0.154515, 0.687342, 0.154515, 
14.1, 0.570936, 0.154515, 0.676288, 0.218894, 0.676288, 0.290085, 0.676288, 0.325169, 0.687194, 0.318445, 0.676288, 0.389689, 0.676288, 0.393848, 0.659597, 0.646789, 0.730152, 0.695435, 0.154515, 0.680592, 0.154515, 0.687342, 0.154515, 
14.2, 0.570936, 0.154515, 0.676288, 0.218894, 0.676288, 0.290085, 0.676288, 0.325169, 0.687194, 0.318445, 0.676288, 0.389689, 0.676288, 0.393848, 0.659597, 0.646789, 0.730152, 0.695435, 0.154515, 0.680592, 0.154515, 0.687342, 0.154515, 
14.3, 0.570936, 0.154515, 0.676288, 0.218894, 0.676288, 0.290085, 0.676288, 0.325169, 0.687194, 0.318445, 0.676288, 0.389689, 0.676288, 0.393848, 0.659597, 0.646789, 0.730152, 0.695435, 0.154515, 0.680592, 0.154515, 0.687342, 0.154515, 
14.4, 0.569418, 0.144858, 0.676288, 0.210786, 0.676288, 0.283492, 0.676288, 0.319362, 0.687194, 0.318445, 0.676288, 0.385793, 0.676288, 0.393848, 0.659597, 0.646789, 0.730152, 0.695435, 0.144858, 0.680592, 0.144858, 0.687342, 0.144858, 
14.5, 0.569418, 0.144858, 0.676288, 0.210786, 0.676288, 0.283492, 0.676288, 0.319362, 0.687194, 0.318445, 0.676288, 0.385793, 0.676288, 0.393848, 0.659597, 0.646789, 0.730152, 0.695435, 0.144858, 0.680592, 0.144858, 0.687342, 0.144858, 
14.6, 0.567891, 0.144858, 0.673829, 0.210786, 0.673829, 0.283492, 0.673829, 0.319362, 0.684510, 0.318445, 0.673829, 0.385793, 0.673829, 0.393848, 0.655891, 0.646789, 0.730152, 0.691775, 0.144858, 0.677222, 0.144858, 0.680399, 0.144858, 
14.7, 0.566361, 0.135200, 0.673829, 0.202355, 0.673829, 0.276742, 0.673829, 0.313448, 0.684510, 0.312076, 0.673829, 0.381856, 0.673829, 0.388863, 0.655891, 0.646789, 0.730152, 0.691775, 0.135200, 0.677222, 0.135200, 0.680399, 0.135200, 
14.8, 0.564822, 0.135200, 0.671352, 0.202355, 0.671352, 0.276742, 0.671352, 0.313448, 0.681804, 0.312076, 0.671352, 0.381856, 0.671352, 0.388863, 0.652165, 0.646789, 0.721562, 0.688095, 0.135200, 0.673836, 0.135200, 0.673385, 0.135200, 
14.9, 0.564822, 0.135200, 0.671352, 0.202355, 0.671352, 0.276742, 0.671352, 0.313448, 0.681804, 0.312076, 0.671352, 0.381856, 0.671352, 0.388863, 0.652165, 0.646789, 0.721562, 0.688095, 0.135200, 0.673836, 0.135200, 0.673385, 0.135200, 
15.0, 0.563270, 0.135200, 0.668856, 0.202355, 0.668856, 0.276742, 0.668856, 0.313448, 0.679077, 0.312076, 0.668856, 0.381856, 0.668856, 0.388863, 0.648417, 0.646789, 0.721562, 0.684396, 0.135200, 0.670433, 0.135200, 0.673385, 0.135200, 
15.1, 0.563270, 0.135200, 0.668856, 0.202355, 0.668856, 0.276742, 0.668856, 0.313448, 0.679077, 0.312076, 0.668856, 0.381856, 0.668856, 0.388863, 0.648417, 0.646789, 0.721562, 0.684396, 0.135200, 0.670433, 0.135200, 0.673385, 0.135200, 
15.2, 0.563270, 0.135200, 0.668856, 0.202355, 0.668856, 0.276742, 0.668856, 0.313448, 0.679077, 0.312076, 0.668856, 0.381856, 0.668856, 0.388863, 0.648417, 0.646789, 0.721562, 0.684396, 0.135200, 0.670433, 0.135200, 0.673385, 0.135200, 
15.3, 0.561701, 0.125543, 0.668856, 0.193923, 0.668856, 0.269824, 0.668856, 0.313448, 0.679077, 0.312076, 0.668856, 0.377794, 0.668856, 0.388863, 0.648417, 0.646789, 0.721562, 0.684396, 0.125543, 0.670433, 0.125543, 0.673385, 0.125543, 
15.4, 0.560123, 0.125543, 0.666313, 0.193923, 0.666313, 0.269824, 0.666313, 0.313448, 0.676305, 0.312076, 0.666313, 0.377794, 0.666313, 0.388863, 0.648417, 0.646789, 0.721562, 0.680656, 0.125543, 0.666977, 0.125543, 0.673385, 0.125543, 
15.5, 0.556941, 0.115081, 0.666313, 0.185109, 0.666313, 0.262723, 0.666313, 0.301156, 0.676305, 0.305436, 0.666313, 0.369581, 0.666313, 0.383746, 0.648417, 0.646789, 0.721562, 0.680656, 0.115081, 0.666977, 0.115081, 0.673385, 0.115081, 
15.6, 0.556941, 0.115081, 0.666313, 0.185109, 0.666313, 0.262723, 0.666313, 0.301156, 0.676305, 0.305436, 0.666313, 0.369581, 0.666313, 0.383746, 0.648417, 0.646789, 0.721562, 0.680656, 0.115081, 0.666977, 0.115081, 0.673385, 0.115081, 
15.7, 0.556941, 0.115081, 0.666313, 0.185109, 0.666313, 0.262723, 0.666313, 0.301156, 0.676305, 0.305436, 0.666313, 0.369581, 0.666313, 0.383746, 0.648417, 0.646789, 0.721562, 0.680656, 0.115081, 0.666977, 0.115081, 0.673385, 0.115081, 
15.8, 0.556941, 0.115081, 0.666313, 0.185109, 0.666313, 0.262723, 0.666313, 0.301156, 0.676305, 0.305436, 0.666313, 0.369581, 0.666313, 0.383746, 0.648417, 0.646789, 0.721562, 0.680656, 0.115081, 0.666977, 0.115081, 0.673385, 0.115081, 
15.9, 0.555298, 0.104619, 0.666313, 0.175853, 0.666313, 0.255425, 0.666313, 0.294882, 0.676305, 0.298796, 0.666313, 0.365381, 0.666313, 0.378490, 0.648417, 0.646789, 0.721562, 0.680656, 0.104619, 0.666977, 0.104619, 0.673385, 0.104619, 
16.0, 0.553640, 0.104619, 0.666313, 0.166598, 0.666313, 0.248127, 0.666313, 0.294882, 0.676305, 0.298796, 0.666313, 0.361082, 0.666313, 0.378490, 0.648417, 0.646789, 0.721562, 0.680656, 0.104619, 0.666977, 0.104619, 0.673385, 0.104619, 
16.1, 0.551972, 0.104619, 0.663626, 0.166598, 0.663626, 0.248127, 0.663626, 0.294882, 0.673365, 0.298796, 0.663626, 0.361082, 0.663626, 0.378490, 0.648417, 0.646789, 0.721562, 0.680656, 0.104619, 0.666977, 0.104619, 0.673385, 0.104619, 
16.2, 0.548596, 0.094157, 0.660895, 0.157342, 0.660895, 0.240829, 0.660895, 0.288608, 0.670372, 0.292005, 0.660895, 0.356784, 0.660895, 0.373004, 0.648417, 0.646789, 0.721562, 0.680656, 0.094157, 0.666977, 0.094157, 0.665733, 0.094157, 
16.3, 0.548596, 0.094157, 0.660895, 0.157342, 0.660895, 0.240829, 0.660895, 0.288608, 0.670372, 0.292005, 0.660895, 0.356784, 0.660895, 0.373004, 0.648417, 0.646789, 0.721562, 0.680656, 0.094157, 0.666977, 0.094157, 0.665733, 0.094157, 
16.4, 0.545146, 0.094157, 0.660895, 0.148087, 0.660895, 0.233304, 0.660895, 0.275489, 0.670372, 0.285053, 0.660895, 0.347974, 0.660895, 0.367437, 0.648417, 0.646789, 0.721562, 0.680656, 0.094157, 0.666977, 0.094157, 0.665733, 0.094157, 
16.5, 0.543410, 0.083695, 0.660895, 0.138832, 0.660895, 0.225778, 0.660895, 0.268930, 0.670372, 0.278100, 0.660895, 0.343513, 0.660895, 0.361784, 0.648417, 0.646789, 0.721562, 0.680656, 0.083695, 0.666977, 0.083695, 0.665733, 0.083695, 
16.6, 0.543410, 0.083695, 0.660895, 0.138832, 0.660895, 0.225778, 0.660895, 0.268930, 0.670372, 0.278100, 0.660895, 0.343513, 0.660895, 0.361784, 0.648417, 0.646789, 0.721562, 0.680656, 0.083695, 0.666977, 0.083695, 0.665733, 0.083695, 
16.7, 0.543410, 0.083695, 0.660895, 0.138832, 0.660895, 0.225778, 0.660895, 0.268930, 0.670372, 0.278100, 0.660895, 0.343513, 0.660895, 0.361784, 0.648417, 0.646789, 0.721562, 0.680656, 0.083695, 0.666977, 0.083695, 0.665733, 0.083695, 
16.8, 0.539870, 0.073234, 0.658046, 0.129576, 0.658046, 0.218252, 0.658046, 0.262371, 0.667239, 0.271148, 0.658046, 0.338933, 0.658046, 0.356042, 0.648417, 0.646789, 0.712191, 0.676402, 0.073234, 0.663100, 0.073234, 0.665733, 0.073234, 
16.9, 0.539870, 0.073234, 0.658046, 0.129576, 0.658046, 0.218252, 0.658046, 0.262371, 0.667239, 0.271148, 0.658046, 0.338933, 0.658046, 0.356042, 0.648417, 0.646789, 0.712191, 0.676402, 0.073234, 0.663100, 0.073234, 0.665733, 0.073234, 
17.0, 0.539870, 0.073234, 0.658046, 0.129576, 0.658046, 0.218252, 0.658046, 0.262371, 0.667239, 0.271148, 0.658046, 0.338933, 0.658046, 0.356042, 0.648417, 0.646789, 0.712191, 0.676402, 0.073234, 0.663100, 0.073234, 0.665733, 0.073234, 
17.1, 0.539870, 0.073234, 0.658046, 0.129576, 0.658046, 0.218252, 0.658046, 0.262371, 0.667239, 0.271148, 0.658046, 0.338933, 0.658046, 0.356042, 0.648417, 0.646789, 0.712191, 0.676402, 0.073234, 0.663100, 0.073234, 0.665733, 0.073234, 
17.2, 0.539870, 0.073234, 0.658046, 0.129576, 0.658046, 0.218252, 0.658046, 0.262371, 0.667239, 0.271148, 0.658046, 0.338933, 0.658046, 0.356042, 0.648417, 0.646789, 0.712191, 0.676402, 0.073234, 0.663100, 0.073234, 0.665733, 0.073234, 
17.3, 0.539870, 0.073234, 0.658046, 0.129576, 0.658046, 0.218252, 0.658046, 0.262371, 0.667239, 0.271148, 0.658046, 0.338933, 0.658046, 0.356042, 0.648417, 0.646789, 0.712191, 0.676402, 0.073234, 0.663100, 0.073234, 0.665733, 0.073234, 
17.4, 0.537982, 0.073234, 0.655028, 0.129576, 0.655028, 0.218252, 0.655028, 0.262371, 0.663920, 0.271148, 0.655028, 0.338933, 0.655028, 0.356042, 0.648417, 0.646789, 0.702300, 0.671893, 0.073234, 0.658981, 0.073234, 0.665733, 0.073234, 
17.5, 0.537982, 0.073234, 0.655028, 0.129576, 0.655028, 0.218252, 0.655028, 0.262371, 0.663920, 0.271148, 0.655028, 0.338933, 0.655028, 0.356042, 0.648417, 0.646789, 0.702300, 0.671893, 0.073234, 0.658981, 0.073234, 0.665733, 0.073234, 
17.6, 0.536081, 0.073234, 0.651981, 0.129576, 0.651981, 0.218252, 0.651981, 0.262371, 0.660584, 0.271148, 0.651981, 0.338933, 0.651981, 0.356042, 0.643752, 0.646789, 0.702300, 0.667383, 0.073234, 0.654862, 0.073234, 0.656856, 0.073234, 
17.7, 0.536081, 0.073234, 0.651981, 0.129576, 0.651981, 0.218252, 0.651981, 0.262371, 0.660584, 0.271148, 0.651981, 0.338933, 0.651981, 0.356042, 0.643752, 0.646789, 0.702300, 0.667383, 0.073234, 0.654862, 0.073234, 0.656856, 0.073234, 
17.8, 0.534160, 0.073234, 0.648891, 0.129576, 0.648891, 0.218252, 0.648891, 0.262371, 0.657196, 0.271148, 0.648891, 0.338933, 0.648891, 0.349684, 0.639018, 0.620917, 0.702300, 0.667383, 0.073234, 0.654862, 0.073234, 0.656856, 0.073234, 
17.9, 0.532217, 0.073234, 0.645801, 0.129576, 0.645801, 0.218252, 0.645801, 0.262371, 0.653808, 0.271148, 0.645801, 0.338933, 0.645801, 0.342959, 0.634285, 0.595046, 0.702300, 0.667383, 0.073234, 0.654862, 0.073234, 0.656856, 0.073234, 
18.0, 0.532217, 0.073234, 0.645801, 0.129576, 0.645801, 0.218252, 0.645801, 0.262371, 0.653808, 0.271148, 0.645801, 0.338933, 0.645801, 0.342959, 0.634285, 0.595046, 0.702300, 0.667383, 0.073234, 0.654862, 0.073234, 0.656856, 0.073234, 
18.1, 0.528304, 0.054925, 0.642696, 0.116619, 0.642696, 0.208331, 0.642696, 0.254420, 0.650403, 0.262931, 0.642696, 0.333637, 0.642696, 0.336234, 0.629551, 0.595046, 0.692267, 0.662781, 0.054925, 0.650664, 0.054925, 0.656856, 0.054925, 
18.2, 0.526325, 0.054925, 0.639561, 0.116619, 0.639561, 0.208331, 0.639561, 0.254420, 0.646962, 0.262931, 0.639561, 0.333637, 0.639561, 0.336234, 0.629551, 0.595046, 0.692267, 0.662781, 0.054925, 0.650664, 0.054925, 0.656856, 0.054925, 
18.3, 0.526325, 0.054925, 0.639561, 0.116619, 0.639561, 0.208331, 0.639561, 0.254420, 0.646962, 0.262931, 0.639561, 0.333637, 0.639561, 0.336234, 0.629551, 0.595046, 0.692267, 0.662781, 0.054925, 0.650664, 0.054925, 0.656856, 0.054925, 
18.4, 0.524309, 0.054925, 0.636364, 0.116619, 0.636364, 0.208331, 0.636364, 0.254420, 0.643465, 0.262931, 0.636364, 0.333637, 0.636364, 0.336234, 0.624709, 0.595046, 0.692267, 0.658080, 0.054925, 0.646384, 0.054925, 0.647336, 0.054925, 
18.5, 0.524309, 0.054925, 0.636364, 0.116619, 0.636364, 0.208331, 0.636364, 0.254420, 0.643465, 0.262931, 0.636364, 0.333637, 0.636364, 0.336234, 0.624709, 0.595046, 0.692267, 0.658080, 0.054925, 0.646384, 0.054925, 0.647336, 0.054925, 
18.6, 0.524309, 0.054925, 0.636364, 0.116619, 0.636364, 0.208331, 0.636364, 0.254420, 0.643465, 0.262931, 0.636364, 0.333637, 0.636364, 0.336234, 0.624709, 0.595046, 0.692267, 0.658080, 0.054925, 0.646384, 0.054925, 0.647336, 0.054925, 
18.7, 0.524309, 0.054925, 0.636364, 0.116619, 0.636364, 0.208331, 0.636364, 0.254420, 0.643465, 0.262931, 0.636364, 0.333637, 0.636364, 0.336234, 0.624709, 0.595046, 0.692267, 0.658080, 0.054925, 0.646384, 0.054925, 0.647336, 0.054925, 
18.8, 0.524309, 0.054925, 0.636364, 0.116619, 0.636364, 0.208331, 0.636364, 0.254420, 0.643465, 0.262931, 0.636364, 0.333637, 0.636364, 0.336234, 0.624709, 0.595046, 0.692267, 0.658080, 0.054925, 0.646384, 0.054925, 0.647336, 0.054925, 
18.9, 0.524309, 0.054925, 0.636364, 0.116619, 0.636364, 0.208331, 0.636364, 0.254420, 0.643465, 0.262931, 0.636364, 0.333637, 0.636364, 0.336234, 0.624709, 0.595046, 0.692267, 0.658080, 0.054925, 0.646384, 0.054925, 0.647336, 0.054925, 
19.0, 0.524309, 0.054925, 0.636364, 0.116619, 0.636364, 0.208331, 0.636364, 0.254420, 0.643465, 0.262931, 0.636364, 0.333637, 0.636364, 0.336234, 0.624709, 0.595046, 0.692267, 0.658080, 0.054925, 0.646384, 0.054925, 0.647336, 0.054925, 
19.1, 0.522106, 0.054925, 0.632905, 0.116619, 0.632905, 0.208331, 0.632905, 0.254420, 0.639680, 0.262931, 0.632905, 0.333637, 0.632905, 0.336234, 0.624709, 0.595046, 0.681450, 0.652979, 0.054925, 0.641733, 0.054925, 0.647336, 0.054925, 
19.2, 0.519865, 0.054925, 0.632905, 0.116619, 0.632905, 0.208331, 0.632905, 0.245334, 0.639680, 0.262931, 0.632905, 0.327342, 0.632905, 0.328762, 0.624709, 0.595046, 0.681450, 0.652979, 0.054925, 0.641733, 0.054925, 0.647336, 0.054925, 
19.3, 0.517605, 0.054925, 0.629369, 0.116619, 0.629369, 0.208331, 0.629369, 0.245334, 0.635803, 0.262931, 0.629369, 0.327342, 0.629369, 0.328762, 0.624709, 0.595046, 0.670093, 0.647713, 0.054925, 0.636944, 0.054925, 0.647336, 0.054925, 
19.4, 0.517605, 0.054925, 0.629369, 0.116619, 0.629369, 0.208331, 0.629369, 0.245334, 0.635803, 0.262931, 0.629369, 0.327342, 0.629369, 0.328762, 0.624709, 0.595046, 0.670093, 0.647713, 0.054925, 0.636944, 0.054925, 0.647336, 0.054925, 
19.5, 0.517605, 0.054925, 0.629369, 0.116619, 0.629369, 0.208331, 0.629369, 0.245334, 0.635803, 0.262931, 0.629369, 0.327342, 0.629369, 0.328762, 0.624709, 0.595046, 0.670093, 0.647713, 0.054925, 0.636944, 0.054925, 0.647336, 0.054925, 
19.6, 0.517605, 0.054925, 0.629369, 0.116619, 0.629369, 0.208331, 0.629369, 0.245334, 0.635803, 0.262931, 0.629369, 0.327342, 0.629369, 0.328762, 0.624709, 0.595046, 0.670093, 0.647713, 0.054925, 0.636944, 0.054925, 0.647336, 0.054925, 
19.7, 0.515175, 0.054925, 0.629369, 0.116619, 0.629369, 0.208331, 0.629369, 0.245334, 0.635803, 0.253541, 0.629369, 0.320522, 0.629369, 0.320333, 0.624709, 0.595046, 0.670093, 0.647713, 0.054925, 0.636944, 0.054925, 0.647336, 0.054925, 
19.8, 0.512733, 0.054925, 0.625555, 0.116619, 0.625555, 0.208331, 0.625555, 0.245334, 0.631592, 0.253541, 0.625555, 0.320522, 0.625555, 0.320333, 0.624709, 0.595046, 0.670093, 0.642031, 0.054925, 0.631808, 0.054925, 0.647336, 0.054925, 
19.9, 0.512733, 0.054925, 0.625555, 0.116619, 0.625555, 0.208331, 0.625555, 0.245334, 0.631592, 0.253541, 0.625555, 0.320522, 0.625555, 0.320333, 0.624709, 0.595046, 0.670093, 0.642031, 0.054925, 0.631808, 0.054925, 0.647336, 0.054925, 
20.0, 0.512733, 0.054925, 0.625555, 0.116619, 0.625555, 0.208331, 0.625555, 0.245334, 0.631592, 0.253541, 0.625555, 0.320522, 0.625555, 0.320333, 0.624709, 0.595046, 0.670093, 0.642031, 0.054925, 0.631808, 0.054925, 0.647336, 0.054925, 
20.1, 0.512733, 0.054925, 0.625555, 0.116619, 0.625555, 0.208331, 0.625555, 0.245334, 0.631592, 0.253541, 0.625555, 0.320522, 0.625555, 0.320333, 0.624709, 0.595046, 0.670093, 0.642031, 0.054925, 0.631808, 0.054925, 0.647336, 0.054925, 
20.2, 0.510169, 0.054925, 0.621596, 0.116619, 0.621596, 0.208331, 0.621596, 0.245334, 0.627206, 0.253541, 0.621596, 0.320522, 0.621596, 0.320333, 0.618462, 0.595046, 0.656691, 0.636141, 0.054925, 0.626498, 0.054925, 0.636548, 0.054925, 
20.3, 0.507606, 0.054925, 0.617637, 0.116619, 0.617637, 0.208331, 0.617637, 0.245334, 0.622820, 0.253541, 0.617637, 0.320522, 0.617637, 0.320333, 0.612215, 0.595046, 0.656691, 0.636141, 0.054925, 0.626498, 0.054925, 0.625759, 0.054925, 
20.4, 0.499756, 0.054925, 0.613573, 0.116619, 0.613573, 0.194442, 0.613573, 0.235111, 0.618371, 0.233257, 0.613573, 0.305259, 0.613573, 0.302028, 0.605837, 0.595046, 0.656691, 0.636141, 0.054925, 0.626498, 0.054925, 0.614780, 0.054925, 
20.5, 0.499756, 0.054925, 0.613573, 0.116619, 0.613573, 0.194442, 0.613573, 0.235111, 0.618371, 0.233257, 0.613573, 0.305259, 0.613573, 0.302028, 0.605837, 0.595046, 0.656691, 0.636141, 0.054925, 0.626498, 0.054925, 0.614780, 0.054925, 
20.6, 0.497040, 0.054925, 0.609371, 0.116619, 0.609371, 0.194442, 0.609371, 0.235111, 0.613757, 0.233257, 0.609371, 0.305259, 0.609371, 0.302028, 0.605837, 0.595046, 0.656691, 0.636141, 0.054925, 0.626498, 0.054925, 0.614780, 0.054925, 
20.7, 0.497040, 0.054925, 0.609371, 0.116619, 0.609371, 0.194442, 0.609371, 0.235111, 0.613757, 0.233257, 0.609371, 0.305259, 0.609371, 0.302028, 0.605837, 0.595046, 0.656691, 0.636141, 0.054925, 0.626498, 0.054925, 0.614780, 0.054925, 
20.8, 0.497040, 0.054925, 0.609371, 0.116619, 0.609371, 0.194442, 0.609371, 0.235111, 0.613757, 0.233257, 0.609371, 0.305259, 0.609371, 0.302028, 0.605837, 0.595046, 0.656691, 0.636141, 0.054925, 0.626498, 0.054925, 0.614780, 0.054925, 
20.9, 0.497040, 0.054925, 0.609371, 0.116619, 0.609371, 0.194442, 0.609371, 0.235111, 0.613757, 0.233257, 0.609371, 0.305259, 0.609371, 0.302028, 0.605837, 0.595046, 0.656691, 0.636141, 0.054925, 0.626498, 0.054925, 0.614780, 0.054925, 
21.0, 0.494116, 0.054925, 0.609371, 0.116619, 0.609371, 0.194442, 0.609371, 0.224425, 0.613757, 0.220981, 0.609371, 0.296281, 0.609371, 0.291241, 0.605837, 0.595046, 0.656691, 0.636141, 0.054925, 0.626498, 0.054925, 0.614780, 0.054925, 
21.1, 0.491175, 0.054925, 0.604857, 0.116619, 0.604857, 0.194442, 0.604857, 0.224425, 0.613757, 0.220981, 0.604857, 0.296281, 0.604857, 0.291241, 0.605837, 0.595046, 0.656691, 0.636141, 0.054925, 0.626498, 0.054925, 0.602485, 0.054925, 
