time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, r12_l, r12_r, r13_l, r13_r, r14_l, r14_r, r15_l, r15_r, r16_l, r16_r, r17_l, r17_r, r18_l, r18_r, r19_l, r19_r, r20_l, r20_r, r21_l, r21_r, r22_l, r22_r, 
50.0, 0.606667, 0.440000, 0.729412, 0.449541, 0.687500, 0.510067, 0.687500, 0.523404, 0.676056, 0.543568, 0.675862, 0.550676, 0.626943, 0.552147, 0.650000, 0.716667, 0.358974, 0.696552, 0.358974, 0.556667, 0.668831, 0.566396, 0.701220, 0.690217, 0.418605, 0.679612, 0.358974, 0.668122, 0.375000, 0.675393, 0.410714, 0.668605, 0.440000, 0.635802, 0.554098, 0.627968, 0.572238, 0.660156, 0.447368, 0.573574, 0.653846, 0.586130, 0.632219, 0.633907, 0.554098, 
51.0, 0.601111, 0.426667, 0.717647, 0.440367, 0.671875, 0.503356, 0.671875, 0.519149, 0.661972, 0.535270, 0.662069, 0.540541, 0.616580, 0.542945, 0.643750, 0.708333, 0.358974, 0.689655, 0.358974, 0.546667, 0.655844, 0.558266, 0.695122, 0.684783, 0.418605, 0.674757, 0.358974, 0.663755, 0.375000, 0.664921, 0.410714, 0.656977, 0.440000, 0.629630, 0.547541, 0.622691, 0.563739, 0.652344, 0.447368, 0.567568, 0.647436, 0.579418, 0.626140, 0.628993, 0.547541, 
52.0, 0.593333, 0.426667, 0.705882, 0.440367, 0.648438, 0.503356, 0.648438, 0.514894, 0.640845, 0.531120, 0.641379, 0.537162, 0.601036, 0.539877, 0.625000, 0.691667, 0.358974, 0.675862, 0.358974, 0.543333, 0.636364, 0.555556, 0.682927, 0.673913, 0.418605, 0.660194, 0.358974, 0.650655, 0.375000, 0.649215, 0.410714, 0.633721, 0.440000, 0.614198, 0.544262, 0.606860, 0.560907, 0.640625, 0.447368, 0.564565, 0.628205, 0.577181, 0.610942, 0.616708, 0.544262, 
53.0, 0.581111, 0.426667, 0.694118, 0.440367, 0.640625, 0.496644, 0.640625, 0.510638, 0.633803, 0.514523, 0.634483, 0.523649, 0.595855, 0.527607, 0.618750, 0.675000, 0.358974, 0.662069, 0.358974, 0.530000, 0.629870, 0.539295, 0.670732, 0.663043, 0.418605, 0.650485, 0.358974, 0.641921, 0.375000, 0.633508, 0.392857, 0.627907, 0.420000, 0.604938, 0.534426, 0.598945, 0.543909, 0.632813, 0.421053, 0.549550, 0.621795, 0.559284, 0.601824, 0.609337, 0.534426, 
54.0, 0.574444, 0.400000, 0.694118, 0.431193, 0.640625, 0.476510, 0.640625, 0.497872, 0.633803, 0.502075, 0.634483, 0.513514, 0.595855, 0.518405, 0.618750, 0.675000, 0.358974, 0.662069, 0.358974, 0.516667, 0.629870, 0.528455, 0.670732, 0.663043, 0.418605, 0.650485, 0.358974, 0.641921, 0.375000, 0.633508, 0.392857, 0.627907, 0.420000, 0.601852, 0.524590, 0.593668, 0.535411, 0.628906, 0.394737, 0.537538, 0.621795, 0.550336, 0.598784, 0.604423, 0.524590, 
55.0, 0.561111, 0.400000, 0.694118, 0.422018, 0.640625, 0.463087, 0.640625, 0.480851, 0.633803, 0.489627, 0.627586, 0.500000, 0.585492, 0.506135, 0.606250, 0.658333, 0.358974, 0.641379, 0.358974, 0.503333, 0.623377, 0.517615, 0.646341, 0.641304, 0.418605, 0.631068, 0.358974, 0.624454, 0.375000, 0.617801, 0.357143, 0.627907, 0.380000, 0.586420, 0.508197, 0.575198, 0.521246, 0.613281, 0.394737, 0.525526, 0.608974, 0.539150, 0.583587, 0.587224, 0.508197, 
56.0, 0.548889, 0.386667, 0.694118, 0.403670, 0.640625, 0.436242, 0.640625, 0.463830, 0.633803, 0.473029, 0.627586, 0.486486, 0.580311, 0.493865, 0.600000, 0.658333, 0.333333, 0.641379, 0.333333, 0.490000, 0.616883, 0.506775, 0.640244, 0.635870, 0.395349, 0.626214, 0.333333, 0.624454, 0.350000, 0.617801, 0.339286, 0.622093, 0.360000, 0.583333, 0.495082, 0.569921, 0.509915, 0.605469, 0.394737, 0.510511, 0.602564, 0.521253, 0.580547, 0.582310, 0.495082, 
57.0, 0.542222, 0.373333, 0.694118, 0.385321, 0.640625, 0.416107, 0.640625, 0.446809, 0.626761, 0.456432, 0.620690, 0.472973, 0.575130, 0.481595, 0.593750, 0.658333, 0.307692, 0.634483, 0.307692, 0.476667, 0.610390, 0.495935, 0.634146, 0.630435, 0.372093, 0.621359, 0.307692, 0.620087, 0.325000, 0.612565, 0.321429, 0.616279, 0.340000, 0.580247, 0.481967, 0.567282, 0.498584, 0.601563, 0.394737, 0.498498, 0.596154, 0.510067, 0.577508, 0.579853, 0.481967, 
58.0, 0.530000, 0.373333, 0.694118, 0.385321, 0.640625, 0.416107, 0.640625, 0.446809, 0.626761, 0.448133, 0.620690, 0.462838, 0.569948, 0.469325, 0.587500, 0.658333, 0.282051, 0.634483, 0.282051, 0.463333, 0.610390, 0.482385, 0.628049, 0.625000, 0.348837, 0.621359, 0.282051, 0.620087, 0.300000, 0.612565, 0.321429, 0.616279, 0.340000, 0.577160, 0.478689, 0.562005, 0.487252, 0.597656, 0.394737, 0.483483, 0.589744, 0.496644, 0.571429, 0.570025, 0.478689, 
59.0, 0.524444, 0.346667, 0.694118, 0.366972, 0.640625, 0.402685, 0.640625, 0.438298, 0.626761, 0.439834, 0.620690, 0.456081, 0.569948, 0.463190, 0.587500, 0.658333, 0.282051, 0.634483, 0.282051, 0.456667, 0.610390, 0.474255, 0.628049, 0.625000, 0.348837, 0.621359, 0.282051, 0.620087, 0.300000, 0.612565, 0.321429, 0.616279, 0.340000, 0.577160, 0.468852, 0.562005, 0.478754, 0.597656, 0.394737, 0.477477, 0.589744, 0.485459, 0.571429, 0.570025, 0.468852, 
60.0, 0.484444, 0.293333, 0.658824, 0.311927, 0.617188, 0.369128, 0.617188, 0.395745, 0.605634, 0.394191, 0.600000, 0.412162, 0.549223, 0.423313, 0.568750, 0.608333, 0.282051, 0.606897, 0.282051, 0.413333, 0.590909, 0.433604, 0.597561, 0.576087, 0.348837, 0.577670, 0.282051, 0.576419, 0.300000, 0.591623, 0.321429, 0.575581, 0.340000, 0.537037, 0.426230, 0.519789, 0.436261, 0.558594, 0.342105, 0.432432, 0.570513, 0.445190, 0.531915, 0.530713, 0.426230, 
61.0, 0.472222, 0.266667, 0.647059, 0.284404, 0.609375, 0.348993, 0.609375, 0.370213, 0.598592, 0.373444, 0.593103, 0.391892, 0.544041, 0.404908, 0.562500, 0.600000, 0.256410, 0.600000, 0.256410, 0.396667, 0.584416, 0.417344, 0.591463, 0.570652, 0.325581, 0.567961, 0.256410, 0.563319, 0.275000, 0.586387, 0.303571, 0.563953, 0.320000, 0.527778, 0.406557, 0.509235, 0.419263, 0.550781, 0.315789, 0.414414, 0.564103, 0.429530, 0.522796, 0.520885, 0.406557, 
62.0, 0.462222, 0.266667, 0.635294, 0.284404, 0.601563, 0.348993, 0.601563, 0.365957, 0.591549, 0.369295, 0.586207, 0.385135, 0.538860, 0.398773, 0.556250, 0.591667, 0.230769, 0.593103, 0.230769, 0.393333, 0.577922, 0.409214, 0.585366, 0.565217, 0.302326, 0.563107, 0.230769, 0.558952, 0.250000, 0.581152, 0.285714, 0.558140, 0.300000, 0.524691, 0.396721, 0.506596, 0.407932, 0.535156, 0.315789, 0.411411, 0.557692, 0.420582, 0.519757, 0.511057, 0.396721, 
63.0, 0.450000, 0.266667, 0.635294, 0.284404, 0.593750, 0.348993, 0.593750, 0.361702, 0.584507, 0.365145, 0.579310, 0.378378, 0.533679, 0.389571, 0.550000, 0.591667, 0.230769, 0.572414, 0.230769, 0.386667, 0.571429, 0.398374, 0.567073, 0.548913, 0.302326, 0.548544, 0.230769, 0.541485, 0.250000, 0.565445, 0.285714, 0.546512, 0.300000, 0.512346, 0.390164, 0.493404, 0.399433, 0.527344, 0.315789, 0.402402, 0.551282, 0.409396, 0.507599, 0.496314, 0.390164, 
64.0, 0.447778, 0.266667, 0.635294, 0.284404, 0.593750, 0.342282, 0.593750, 0.357447, 0.584507, 0.356846, 0.579310, 0.371622, 0.533679, 0.383436, 0.550000, 0.591667, 0.230769, 0.572414, 0.230769, 0.380000, 0.571429, 0.392954, 0.567073, 0.548913, 0.302326, 0.548544, 0.230769, 0.541485, 0.250000, 0.565445, 0.285714, 0.546512, 0.300000, 0.512346, 0.386885, 0.493404, 0.393768, 0.527344, 0.289474, 0.396396, 0.551282, 0.404922, 0.507599, 0.496314, 0.386885, 
65.0, 0.371111, 0.173333, 0.564706, 0.220183, 0.531250, 0.268456, 0.531250, 0.285106, 0.521127, 0.286307, 0.517241, 0.307432, 0.455959, 0.322086, 0.481250, 0.550000, 0.153846, 0.510345, 0.153846, 0.306667, 0.506494, 0.325203, 0.500000, 0.489130, 0.186047, 0.490291, 0.153846, 0.471616, 0.150000, 0.492147, 0.196429, 0.494186, 0.200000, 0.438272, 0.318033, 0.411609, 0.325779, 0.457031, 0.184211, 0.318318, 0.480769, 0.335570, 0.431611, 0.420147, 0.318033, 
66.0, 0.358889, 0.160000, 0.517647, 0.220183, 0.500000, 0.261745, 0.500000, 0.280851, 0.485915, 0.282158, 0.482759, 0.304054, 0.430052, 0.315951, 0.443750, 0.533333, 0.153846, 0.482759, 0.153846, 0.303333, 0.474026, 0.319783, 0.475610, 0.472826, 0.186047, 0.470874, 0.153846, 0.454148, 0.150000, 0.471204, 0.196429, 0.453488, 0.200000, 0.419753, 0.311475, 0.390501, 0.320113, 0.429688, 0.184211, 0.315315, 0.448718, 0.328859, 0.413374, 0.400491, 0.311475, 
67.0, 0.350000, 0.160000, 0.517647, 0.220183, 0.500000, 0.255034, 0.500000, 0.276596, 0.485915, 0.282158, 0.482759, 0.300676, 0.419689, 0.309816, 0.431250, 0.525000, 0.153846, 0.475862, 0.153846, 0.300000, 0.467532, 0.314363, 0.463415, 0.456522, 0.186047, 0.451456, 0.153846, 0.441048, 0.150000, 0.460733, 0.196429, 0.447674, 0.200000, 0.407407, 0.304918, 0.379947, 0.314448, 0.421875, 0.184211, 0.312312, 0.435897, 0.324385, 0.401216, 0.388206, 0.304918, 
68.0, 0.345556, 0.160000, 0.505882, 0.220183, 0.492188, 0.255034, 0.492188, 0.276596, 0.478873, 0.278008, 0.475862, 0.297297, 0.414508, 0.306748, 0.425000, 0.508333, 0.153846, 0.462069, 0.153846, 0.296667, 0.461039, 0.311653, 0.451220, 0.445652, 0.186047, 0.441748, 0.153846, 0.432314, 0.150000, 0.450262, 0.196429, 0.441860, 0.200000, 0.401235, 0.304918, 0.374670, 0.311615, 0.414063, 0.184211, 0.309309, 0.429487, 0.322148, 0.395137, 0.380835, 0.304918, 
69.0, 0.341111, 0.146667, 0.505882, 0.211009, 0.484375, 0.241611, 0.484375, 0.268085, 0.471831, 0.269710, 0.468966, 0.290541, 0.409326, 0.300613, 0.418750, 0.500000, 0.153846, 0.455172, 0.153846, 0.290000, 0.454545, 0.306233, 0.445122, 0.440217, 0.186047, 0.436893, 0.153846, 0.427948, 0.150000, 0.439791, 0.196429, 0.436047, 0.200000, 0.395062, 0.298361, 0.369393, 0.305949, 0.406250, 0.184211, 0.303303, 0.423077, 0.317673, 0.389058, 0.375921, 0.298361, 
71.0, 0.334444, 0.133333, 0.505882, 0.201835, 0.484375, 0.234899, 0.484375, 0.263830, 0.471831, 0.261411, 0.468966, 0.283784, 0.404145, 0.294479, 0.412500, 0.491667, 0.153846, 0.448276, 0.153846, 0.283333, 0.448052, 0.300813, 0.426829, 0.423913, 0.186047, 0.422330, 0.153846, 0.423581, 0.150000, 0.434555, 0.196429, 0.436047, 0.200000, 0.385802, 0.295082, 0.361478, 0.300283, 0.394531, 0.157895, 0.297297, 0.416667, 0.313199, 0.379939, 0.366093, 0.295082, 
72.0, 0.326667, 0.106667, 0.482353, 0.174312, 0.460938, 0.221477, 0.460938, 0.246809, 0.450704, 0.244813, 0.448276, 0.270270, 0.388601, 0.282209, 0.400000, 0.475000, 0.128205, 0.434483, 0.128205, 0.270000, 0.428571, 0.289973, 0.414634, 0.413043, 0.162791, 0.412621, 0.128205, 0.414847, 0.125000, 0.424084, 0.178571, 0.418605, 0.180000, 0.376543, 0.281967, 0.353562, 0.288952, 0.382813, 0.157895, 0.285285, 0.403846, 0.304251, 0.370821, 0.358722, 0.281967, 
73.0, 0.313333, 0.106667, 0.482353, 0.174312, 0.460938, 0.221477, 0.460938, 0.246809, 0.450704, 0.244813, 0.448276, 0.270270, 0.388601, 0.282209, 0.400000, 0.475000, 0.128205, 0.434483, 0.128205, 0.266667, 0.428571, 0.284553, 0.414634, 0.407609, 0.162791, 0.398058, 0.128205, 0.401747, 0.125000, 0.418848, 0.178571, 0.418605, 0.180000, 0.361111, 0.278689, 0.340369, 0.286119, 0.378906, 0.157895, 0.282282, 0.403846, 0.297539, 0.355623, 0.343980, 0.278689, 
74.0, 0.290000, 0.093333, 0.423529, 0.155963, 0.390625, 0.208054, 0.390625, 0.225532, 0.387324, 0.215768, 0.386207, 0.246622, 0.336788, 0.257669, 0.350000, 0.433333, 0.102564, 0.393103, 0.102564, 0.243333, 0.363636, 0.262873, 0.371951, 0.369565, 0.139535, 0.368932, 0.102564, 0.371179, 0.100000, 0.376963, 0.160714, 0.372093, 0.160000, 0.330247, 0.259016, 0.313984, 0.263456, 0.355469, 0.078947, 0.252252, 0.352564, 0.272931, 0.325228, 0.319410, 0.259016, 
76.0, 0.284444, 0.093333, 0.411765, 0.155963, 0.382813, 0.208054, 0.382813, 0.221277, 0.380282, 0.211618, 0.379310, 0.243243, 0.331606, 0.254601, 0.343750, 0.416667, 0.102564, 0.372414, 0.102564, 0.240000, 0.357143, 0.260163, 0.353659, 0.358696, 0.139535, 0.359223, 0.102564, 0.362445, 0.100000, 0.361257, 0.142857, 0.366279, 0.140000, 0.320988, 0.255738, 0.306069, 0.260623, 0.339844, 0.078947, 0.249249, 0.346154, 0.270694, 0.316109, 0.309582, 0.255738, 
77.0, 0.276667, 0.093333, 0.400000, 0.137615, 0.375000, 0.194631, 0.375000, 0.208511, 0.373239, 0.207469, 0.372414, 0.233108, 0.326425, 0.245399, 0.337500, 0.400000, 0.076923, 0.358621, 0.076923, 0.230000, 0.350649, 0.252033, 0.341463, 0.347826, 0.116279, 0.349515, 0.076923, 0.353712, 0.075000, 0.350785, 0.125000, 0.360465, 0.120000, 0.314815, 0.245902, 0.300792, 0.252125, 0.332031, 0.078947, 0.237237, 0.339744, 0.259508, 0.310030, 0.304668, 0.245902, 
78.0, 0.273333, 0.093333, 0.400000, 0.137615, 0.375000, 0.187919, 0.375000, 0.204255, 0.373239, 0.203320, 0.372414, 0.229730, 0.326425, 0.242331, 0.337500, 0.400000, 0.051282, 0.358621, 0.051282, 0.226667, 0.350649, 0.249322, 0.341463, 0.347826, 0.093023, 0.349515, 0.051282, 0.349345, 0.050000, 0.350785, 0.107143, 0.360465, 0.100000, 0.311728, 0.242623, 0.298153, 0.249292, 0.332031, 0.078947, 0.234234, 0.339744, 0.257271, 0.306991, 0.299754, 0.242623, 
79.0, 0.256667, 0.093333, 0.400000, 0.137615, 0.375000, 0.187919, 0.375000, 0.204255, 0.373239, 0.203320, 0.372414, 0.219595, 0.326425, 0.226994, 0.337500, 0.366667, 0.051282, 0.344828, 0.051282, 0.226667, 0.350649, 0.238482, 0.329268, 0.326087, 0.093023, 0.330097, 0.051282, 0.318777, 0.050000, 0.345550, 0.107143, 0.360465, 0.100000, 0.290123, 0.226230, 0.279683, 0.232295, 0.328125, 0.078947, 0.231231, 0.339744, 0.241611, 0.285714, 0.280098, 0.226230, 
80.0, 0.190000, 0.053333, 0.329412, 0.100917, 0.304688, 0.087248, 0.304688, 0.110638, 0.295775, 0.116183, 0.296552, 0.128378, 0.264249, 0.144172, 0.275000, 0.308333, 0.000000, 0.282759, 0.000000, 0.123333, 0.285714, 0.157182, 0.268293, 0.260870, 0.046512, 0.262136, 0.000000, 0.253275, 0.000000, 0.267016, 0.017857, 0.290698, 0.000000, 0.231481, 0.144262, 0.221636, 0.155807, 0.246094, 0.000000, 0.141141, 0.275641, 0.167785, 0.227964, 0.216216, 0.144262, 

